Case Number,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Investigator or Source
1967.01.21,21-Jan-1967,1967,Unprovoked,MOZAMBIQUE,Bay of Maputo,Xefina Island,Swimming in the channel,M,31,Right leg severely lacerated,N,,"M. Levine, GSAF"
1967.01.06,06-Jan-1967,1967,Provoked,AUSTRALIA,Victoria,Goolwa,Splashing,M,15,Foot bitten when he kicked shark PROVOKED INCIDENT,N,,H.D.Baldridge (1994) SAF Case #1465
1966.12.31,31-Dec-1966,1966,Unprovoked,AUSTRALIA,Tasmania,"Piccaninny Point, 10 miles from Bicheno",Fishing,M,30,"6"" laceration to left forearm ",N,,"J. Green, p.35; Sun (Sydney), 1/3/1967"
1966.12.27.b,27-Dec-1966,1966,Provoked,AUSTRALIA,New South Wales,South West Rocks,Spearfishing,M,29,The shark bit the diver's leg after he shot it  PROVOKED INCIDENT,N,,"Sun (Sydney), 12/29/1966; J. Green, p.36; H.D. Baldridge, p.166 "
1966.12.27.a,27-Dec-1966,1966,Unprovoked,AUSTRALIA,New South Wales,Trial Bay,Spearfishing,M,19,Right hand lacerated,N,,"Sun (Sydney), 12/29/1966; J. Green, p.36"
1966.12.26,26-Dec-1966,1966,Unprovoked,SINGAPORE,,Singapore,Wading,M,39,Thigh bitten,N,afternoon,"H.D. Baldridge, SAF Case #1458"
1966.12.26,26-Dec-1966,1966,Unprovoked,AUSTRALIA,New South Wales,Coogee,Spearfishing,M,29,Right leg bitten,N,,"Sun (Sydney), 12/29/1966; H.D. Baldridge, p.137"
1966.11.00,Early Nov-1966,1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,F,9,FATAL,Y,,"A. McNaught; Times-Courier (Lae, PNG), 12/10/1966; F. Dennis, p.23"
1966.10.30,30-Oct-1966,1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambom Island",Swimming,F,13,FATAL,Y,morning,"A. McNaught; Times-Courier (Lae, PNG), 12/10/1966; F. Dennis, p.23"
1966.10.29,19-Oct-1966,1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Mission Beach, Lambon Island, near Duke of York Islands",Bathing,F,8,FATAL,Y,morning,"A. McNaught; Times-Courier (Lae, PNG), 12/10/1966; F. Dennis, p.23"
1966.09.27,27-Sep-1966,1966,Unprovoked,AUSTRALIA,Queensland,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef","Free diving, carrying speargun",M,32,Shoulder lacerated,N,afternoon,"B. Dawson, J.Green, pp.50-52; The Cairns Post, 9/28/1966 (Note: the  press erroneously reported the diver's name as Davidson.)"
1966.09.19,19-Sep-1966,1966,Provoked,USA,Hawaii,50 miles NE of Honolulu,Fishing,M,20,Left elbow or hand bitten PROVOKED INCIDENT,N,,"Japan Times, 9/23/1966; Mainichi News, 9/25/1966 edtion"
1966.09.18,18-Sep-1966,1966,Invalid,AUSTRALIA,Western Australia,"Little Beach Reef, Bremer Bay",Spearfishing,M,," The 2.9 m [9.5'] shark never made contact with him. No attack, no injury.",,,"The West Australian (Perth), 9/14/1966; D. H.Baldridge, p.136; SAF Case #1424"
1966.09.13,13-Sep-1966,1966,Provoked,AUSTRALIA,Western Australia,Albany,Spearfishing,M,,Involved a speared shark but no other details PROVOKED INCIDENT,UNKNOWN,,"H.D.Baldridge, SAF Case #1425"
1966.09.10,10-Sep-1966,1966,Unprovoked,AUSTRALIA,Western Australia,Roe Reef off Rottnest Island,Spearfishing,M,43,No injury,N,morning,"The West Australian (Perth), 9/14/1966; H.D.Baldridge, p.136"
1966.09.08.b,8-Sep-1966,1966,Provoked,USA,Florida,"Florida Keys, Monroe County",Hunting crayfish ,M,14,Abdomen abraded when he seized shark PROVOKED INCIDENT,N,,"San Antonio Express, 9/9/1966"
1966.09.00,Sep- 1966,1966,Invalid,BAHAMAS,Bimini Islands,Tongue of the Ocean,Diving / UW photography,M,,"2.4 to 3 m [8' to 10'] oceanic whitetip shark  buzzed him. No attack, no injury",,, ISAF Case #1421
1966.08.27.b,27-Aug-1966,1966,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,Netting sharks,M,,"No attack, no injury to occupant: a 400-lb grey shark bit nets in the water ",,,ISAF Case #1439
1966.08.27.a,27-Aug-1966,1966,Unprovoked,BAHAMAS,Bimini Islands,,Snorkeling,F,18,"Survived, no details",N,afternoon,"P. Gilbert & H.D. Baldridge, SAF Case #1433"
1966.08.21.b,23-Aug-1966,1966,Unprovoked,NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Swimming,F,13,FATAL,Y,,"Age (Melbourne), Hudderfield Daily Examiner (Yorkshire), Evening Press (Dublin), 8/23/196;; Irish News (Belfast), 8/24/1966; A. MacCormick, p.161"
1966.08.21.a,23-Aug-1966,1966,Unprovoked,NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Diving into water,F,9,FATAL,Y,,"Age (Melbourne), Hudderfield Daily Examiner (Yorkshire), Evening Press (Dublin), 8/23/1966; Irish News (Belfast), 8/24/1966; A. MacCormick, p.161"
1966.08.16,16-Aug-1966,1966,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Bakar,Swimming,M,33,FATAL,Y,,"R. Rocconi; A. De Maddalena & C. Moore, GSAF"
1966.08.14,14-Aug-1966,1966,Unprovoked,TAIWAN,,Ye Leow,Lobster diving using Scuba,M,,"No injury, but shark struck his calf",N,afternoon,"H.D.Baldridge, p.184"
1966.08.13,13-Aug-1966,1966,Unprovoked,ITALY,Taranto province,"Pulsano, near Taranto",Attacked shark with fists,M,21,Arm lacerated,N,,"Evening Standard (London) 8/13/1966; Sunday Express (London), 8/14/1966"
1966.08.00.b,Mid Aug-1966,1966,Invalid,USA,Delaware,Fenwick Island,Spearfishing on Scuba,M,26,"No attack, no injury, shark took speared fish & approached diver closely ",,afternoon,H.D. Baldridge (1994) SAF Case #1440
1966.08.00.a,Aug-1966,1966,Unprovoked,USA,Florida,"Municipal Bathing area, Riviera Beach, Palm Beach County",Wading,M,8,"No injury, mother lifted him from the water",N,afternoon,"M. Vorenberg, GSAF"
1966.07.31,31-Jul-1966,1966,Unprovoked,USA,Texas,"South Jetty, Galveston",Diving for sand dollars,M,16,Dorsum of right foot grazed,N,,"M. Vorenberg, H.D. Baldridge, p.191"
1966.07.19,19-Jul-1966,1966,Provoked,USA,South Carolina,"Folly Beach, Charleston County",Killing a shark,M,34,"Arm bitten, PROVOKED INCIDENT",N,afternoon,"News & Courier, 7/20/1966"
1966.07.17.b,17-Jul-1966,1966,Unprovoked,USA,Texas,"Point Comfort, Calhoun County",Fishing,M,14,Lacerations to right foot,N,afternoon,"Victoria Advocate, 7/20/1966, p.8"
1966.07.17.a,17-Jul-1966,1966,Unprovoked,TAIWAN,Northern Taiwan,Tamsui Beach,Swimming,M,20,"FATAL, left leg severed",Y,,"South China Morning Post (Hong Kong), 7/19/1966 "
1966.07.14,14-Jul-1966,1966,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Manus Island,Swimming,F,25,FATAL,Y,,H.D.Baldridge (1994) SAF Case #1415
1966.07.03,03-Jul-1966,1966,Invalid,USA,Florida,"Key Biscayne, Miami, Dade County",Free diving,M,46,No injury. A 1.1 m [3.5'] blacktip shark shark made a threat display & bit gig,,morning,"H.D. Baldridge, p.210"
1966.06.22,22-Jun-1966,1966,Provoked,USA,New Jersey,"Reeds Bay, Brigantine, Atlantic County",Clamming,M,15,3 lacerations on  right leg by speared fish PROVOKED INCIDENT,N,afternoon,Press clippings
1966.06.11,11-Jun-1966,1966,Provoked,USA,Florida,"Ft. Lauderdale, Broward County",Fishing,M,18,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,N,morning,T. Bailey
1966.06.04,04-Jun-1966,1966,Unprovoked,USA,Texas,Bolivar Peninsula,Swimming,M,18,Punctures on  thigh & buttock,N,afternoon,D. Holmgreen
1966.06.02,02-Jun-1966,1966,Provoked,FRENCH POLYNESIA,Society Islands,Tahiti,Fishing,M,,Arm lacerated by netted shark PROVOKED INCIDENT,N,afternoon,"H.D. Baldridge (1994), SAF Case #1434"
1966.05.20.c,20-May-1966,1966,Sea Disaster,AUSTRALIA,New South Wales,Jervis Bay,Sinking of the dredge World Atlas,M,40,FATAL,Y,night," J. Green, p.35"
1966.05.20.b,20-May-1966,1966,Unprovoked,AUSTRALIA,New South Wales, Bellingen,Fishing,M,,Foot bitten,N,,"Bellingen Courier-Sun; J. Green, p.35"
1966.05.20.a,20-May-1966,1966,Sea Disaster,AUSTRALIA,,7 miles offshore on east coast of Australia,Shipwreck,M,38,"FATAL, other human remains bitten by sharks, 13 people missing",Y,,Barker & Ritson
1966.05.16.b,16-May-1966,1966,Invalid,USA,Florida,"Fernandina Beach, Nassau County",Spearfishing / Scuba diving,M,24,"White shark, 3.7 m [12']  made threat display. No injury, no attack",,afternoon,"H.D. Baldridge,p.184; SAF Case  #1412"
1966.04.08,08-Apr-1966,1966,Unprovoked,USA,Puerto Rico,,Swimming,M,25,Foot lacerated,N,afternoon,H.D. Baldridge (1994) SAF Case #1483
1966.04.00,Apr-1966,1966,Sea Disaster,AUSTRALIA,New South Wales,"Botany Bay, Sydney",Overturned skiff,M,,Survived,N,,SAF Case #1413
1966.03.20,20-Mar-1966,1966,Provoked,AUSTRALIA,New South Wales,Maroubra,Fishing (big game),,,"No injury to occupants, hooked shark rammed boat, PROVOKED INCIDENT",N,,P. W. Gilbert; SAF Case #1435
1966.02.27,27-Feb-1966,1966,Unprovoked,AUSTRALIA,New South Wales,Coledale Beach,Treading water,M,13,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",N,afternoon,"T. B. Gorman & D.J. Dunatan, NSW State Fisheries Laboratories; H.D. Baldridge, p.58; A. Sharpe, pp.77-79; A. MacCormick, p.162"
1966.01.29,29-Jan-1966,1966,Provoked,SOUTH AFRICA,Western Cape Province,Strandfontein Beach,Helping men land a shark,M,33,Left leg lacerated by hooked shark  PROVOKED INCIDENT,N,afternoon,"Daily News, 2/31/1966; J. Penrith & J. D'Aubrey"
1966.01.22,22-Jan-1966,1966,Unprovoked,USA,California,"Pebble Beach, Cypress Point, Monterey County",Free diving / spearfishing (resting on the surface),M,29,"Hand, arm & thigh bitten",N,morning,"D. Miller & R. Collier; R. Collier, pp.40-41; H.D. Baldridge, p.76"
1966.01.15,15-Jan-1966,1966,Unprovoked,AUSTRALIA,New South Wales,Bellambi,Spearfishing,M,30,Buttocks bitten,N,,"The Age, 1/17/1966, p.1"
1966.01.11,11-Jan-1966,1966,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Riet River,Standing,M,16,Right calf lacerated,N,morning,"J.L.B. Smith, J. Wallace, M. Levine, GSAF"
1966.01.10,10-Jan-1966,1966,Unprovoked,AUSTRALIA,Western Australia,Woodman Point,Jumped into the water,M,43,"Lower leg nipped, arm bruised when he landed in boat",N,,"West Australian (Perth), 1/20/1966 "
1966.01.09,09-Jan-1966,1966,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umkomaas,Body surfing,M,15,Lower legs bitten,N,afternoon,"J. DAubrey, M. Levine, GSAF"
1966.01.08,08-Jan-1966,1966,Unprovoked,NEW ZEALAND,North Island,"Oakura Beach, Taranaki",Body surfing ,F,15,"FATAL, left leg bitten thigh to calf  ",Y,afternoon,"R.D. Weeks, GSAF; Dr. G. E. Walker"
1966.01.05,05-Jan-1966,1966,Unprovoked,USA,Florida,"Hollywood, Broward County",Swimming,M,35,Thigh gashed,N,afternoon,J. Ulsh
1966.00.00,Summer of 1996,1966,Invalid,USA,California,"Huntington Beach, Orange County",Walking,F,15,Minor lacerations & abrasions to lower leg. ,,,R. Collier
1965.12.28,28-Dec-1965,1965,Unprovoked,AUSTRALIA,Western Australia,"Bathurst Reef, Rottnest Island","Spearfishing, but standing in knee-deep water",M,40,Thigh & swim fin bitten,N,,"Orange Daily (NSW), 12/29/1965; T. Peake, GSAF"
1965.12.19,19-Dec-1965,1965,Unprovoked,JOHNSTON ISLAND,,,Freediving,M,,No injury,N,afternoon,"H.D. Baldridge (1994), SAF Case #1617"
1965.12.10,10-Dec-1965,1965,Boating,AUSTRALIA,South Australia,Cape Jervis,Fishing,,,No injury to occupants. Shark  gouged planks of boat,N,morning,"Adelaide Advertiser, 12/11/1965, SAF Case 1345"
1965.11.21.b,21-Nov-1965,1965,Provoked,AUSTRALIA,Queensland,Near Brisbane,Fishing from 34' boat when pulled overboard by hooked shark,M,43,FATAL PROVOKED INCIDENT,Y,,"Evening Press (Dublin, Ireland) 11/22/1965 "
1965.11.21.a,21-Nov-1965,1965,Unprovoked,PACIFIC OCEAN ,"250 miles southwest of O'ahu, Hawaii",Japanese fishing boat Taihei Maru No.10,"Hauling dead shark aboard, when another shark leapt out of the water & bit him",M,44,"Left forearm bitten, surgically amputated",N,,"P. Resos & J. Souza, Pararescue, 76th Air Rescue Squadron, Hickam AFB, Hawaii"
1965.11.03.b,03-Nov-1965,1965,Invalid,PANAMA,Caribbean Sea,Golfo de los Mosquitos,Argentine Air Force C-54,,,2 life preservers had been bitten by sharks,,morning,Tropic Survival School 
1965.11.03.a,03-Nov-1965,1965,Unprovoked,AUSTRALIA,Queensland,Oak Beach,Surfing,M,24,Puncture wounds to right thigh,N,afternoon,"Telegraph (Sydney), Mirror (Sydney), Post (Cairns),  11/4/1965; J. Green, p.35"
1965.10.16.b,16-Oct-1965,1965,Unprovoked,BAHAMAS,New Providence Island,Nassau,Sunbathing on beach when he saw child being attacked by the shark,M,32,Right arm & right leg bitten,N,,"St. Paul Dispatch, 10/27/1965"
1965.10.16.a,16-Oct-1965,1965,Unprovoked,BAHAMAS,New Providence Island,Nassau,Playing in the water,F,,FATAL,Y,,"St. Paul Dispatch, 10/27/1965"
1965.10.10,10-Oct-1965,1965,Unprovoked,NEW BRITAIN,West coast,"Outside the reef off Moputu Village, near Talasea","Spearfishing, shot a turtle",M,15,FATAL,Y,,Morning Herald (Sydney) 10/17/1965
1965.10.00,Oct-1965,1965,Unprovoked,PAPUA NEW GUINEA,New Britain,,Wading,M,27,Toe severed,N,,H.D. Baldridge (1994) SAF Case #1475
1965.09.21,21-Sep-1965,1965,Provoked,PAPUA NEW GUINEA,Madang Province,Sek Harbor,Spearing fish,M,,"Minor injury, speared shark lacerated his kneecap & leg PROVOKED INCIDENT",N,,"South Pacific Post, 9/22/2965; SAF Case #1386"
1965.09.12,12-Sep-1965,1965,Provoked,PAPUA NEW GUINEA,East Sepik,Moem Village near Wewak,Fishing (rod & line),M,,Leg & hand bitten by shark that had been speared by another fisherman PROVOKED INCIDENT,N,afternoon,"The Times (London), "
1965.09.08,08-Sep-1965,1965,Unprovoked,MEXICO,Veracruz,Playa Villa del Mar,,M,23,Leg & arm bitten,N,afternoon,F. Piskur; press clipping dated 9/9/1965
1965.08.26,26-Aug-1965,1965,Unprovoked,USA,New Jersey,"Steel Pier, Atlantic City, Atlantic County",Swimming,M,15,Right thigh lacerated,N,afternoon,J. Bloodworth; Philadelphia Inquirer 8/27/1965
1965.07.30,30-Jul-1964,1965,Provoked,BAHAMAS,Bimini Islands,Lerner Marine Lab,Attempting to anesthetize shark,M,,Chest bitten PROVOKED INCIDENT,N,,"H.D. Baldridge, p. 93"
1965.07.26,26-Jul-1965,1965,Unprovoked,MEXICO,Veracruz,Mocambo,Bathing,M,25,"FATAL, both legs severed ",Y,afternoon,"Latin American Times (New York), 8/3/1965 "
1965.06.19,19-Jun-1965,1965,Invalid,USA,Florida,"In front of Key Biscayne Beach Club, Key Biscayne",Wading,M,6,Parallel lacerations on right calf. Thought to be a barracuda bite ,,,"Miami Herald, 6/20/1965; SAF Case #1372"
1965.06.18,18-Jun-1965,1965,Invalid,USA,Florida,150 miles southeast of Cape Kennedy,"Diving, retrieving film package from Titan 3C rocket",M,,"No injury, chased by 4.6 m [15'] oceanic whitetip sharks",,,"Evening Standard (London) 6/9/1965; Sunday Express (London), 6/20/1965 "
1965.06.09,09-Jun-1965,1965,Unprovoked,MEXICO,Veracruz,Mocambo,Swimming,M,38,"Right forearm severed, right leg bitten and surgically amputated",N,afternoon,J. Carranza (This is apparently a different case than 1965.05.00.a)
1965.06.00.b,Jun-1965,1965,Unprovoked,PAPUA NEW GUINEA,Near Bougainville (North Solomons),Huhunoti Island,Spearfishing,M,,Minor injury,N,,Age (Melbourne) 6/7/1965 
1965.06.00,Jun-1965,1965,Unprovoked,SOUTH PACIFIC OCEAN,,,Treading water,M,,"FATAL, body not recovered",Y,morning,H.D.Baldridge (1994) SAF Case #1510
1965.05.29,29-May-1965,1965,Unprovoked,MEXICO,Veracruz,Playa Mocambo,Swimming,M,,"FATAL, left leg & right arm severed ",Y,morning,The News (Mexico City) 6/1/1965 
1965.05.28,28-May-1965,1965,Unprovoked,MEXICO,Veracruz,Playa Mocambo,Swimming,M,,"FATAL, left arm & right leg severed ",Y,,The News (Mexico City) 6/1/1965
1965.05.00.a,May 1965,1965,Unprovoked,MEXICO,Veracruz,Mocambo,Swimming,M,35,"Right arm severed, right leg bitten, not known if he survived",N,,The News (Mexico City) 6/12/1965
1965.04.29,29-Apr-1965,1965,Unprovoked,USA,Florida,"Hobe Sound, Martin County",,M,49,"Thighs abraded, puncture wounds in dorsal surface of left hand",N,afternoon,"M. Vorenberg, GSAF"
1965.04.25,25-Apr-1965,1965,Invalid,USA,California,"Pacifica, San Mateo County",Surfing,M,19,Drowned & his body was not recovered. Sharks seen in area later that day but no shark involvement in surfer's death,,afternoon,"I. Marais, M. Levine, L. Jones, GSAF"
1965.04.10,10-Apr-1965,1965,Unprovoked,USA,Florida,American Shoals off Key West,Spearfishing,M,28,Left hand severely lacerated,N,morning,"J. D. Morgan, M.D. "
1965.04.04.b,04-Apr-1965,1965,Unprovoked,PALAU,Western Caroline Islands,Koror,Walking on reef,M,8,Right leg bitten,N,afternoon,P.T. Wilson
1965.04.04.a,04-Apr-1965,1965,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Paddling on surfboard,M,17,Left hand punctured & lacerated,N,morning,"M. Vorenberg, GSAF. R. Greer, M.D."
1965.03.23,23-Mar-1965,1965,Invalid,USA,Puerto Rico,60 miles offshore north of San Juan,Aircraft exploded,M,,"All 16 onboard perished, recovery efforts hampered by sharks",,morning,Dr. S.D. Caller; SAF Case #1360
1965.03.14,14-Mar-1965,1965,Unprovoked,USA,Florida,"Pompano Beach, Palm Beach County",Free diving,M,16,Survived,N,morning,R. MacNeilly
1965.02.14,14-Feb-1965,1965,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amatikulu,Treading water,M,25,"Abdomen, buttock, thigh, arm & hand bitten",N,afternoon,"G.W. Black, M. Levine,  GSAF;  T. McHugh, A. Heydorn. J. D'Aubrey & P.H. Jacques; T. Wallett, pp.51-52"
1965.02.04,04-Feb-1965,1965,Unprovoked,USA,Massachusetts,"Granite Pier, Rockport",Scuba diving,M,18,Punctures on left thigh,N,afternoon,"R. Powell; Boston Traveler 2/11/1965; H.D. Baldridge, p.184"
1965.01.25,25-Jan-1965,1965,Invalid,USA,California,"Newport Beach, Orange County",Motor boat Rebel Belle lost,M,21,"Puncture marks on chest may have been post mortem, 4 other bodies in area were undamaged",,,H.L. Johnson; SAF Case #1353
1965.01.23,23-Jan-1965,1965,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Paddling rescue ski,M,22,"No injury, ski bitten",N,morning,"D. Davies, J. D'Aubrey & H. Haicker, ORI; M. Levine, GSAF"
1965.01.16,16-Jan-1965,1965,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Body surfing,M,20,Right thigh punctured,N,afternoon,"D. Davies & J. D'Aubrey, GSAF"
1965.01.10,10-Jan-1965,1965,Unprovoked,AUSTRALIA,Victoria,"East of Station Pier, Port Melbourne",Swimming,M,,Thigh gashed,N,,The Australian 1/11/1965
1965.01.09,09-Jan-1965,1965,Unprovoked,NEW GUINEA,Central Province,Off Gaire Village,Free diving,M,30,FATAL,Y,,"South Pacific Post (Port Moresby), 1/11/1965"
1965.00.00.g,Summer 1965,1965,Unprovoked,USA,Texas,"Port Lavaca, Calhoun County",Dangling feet in the water,M,13,Foot bitten,N,,"Victoria Advocate, 7/11/2011"
1965.00.00.f,1965,1965,Provoked,USA,California,"Dana Point, San Clemente, Orange County",Surfing,M,,Puncture wounds to foot when he stepped on a shark    PROVOKED INCIDENT,N,,"Orange County Register, 1/28/2998"
1965.00.00.e,Early 1965,1965,Provoked,USA,Florida,"Between Palm  & Salerno Inlets, Martin County",Collecting marine specimens,M,,"No injury, shark tore his wetsuit after he grabbed it by the tail  PROVOKED INCIDENT",N,,"M. Vorenberg, GSAF"
1965.00.00.d,May-Jun-1965,1965,Unprovoked,RED SEA,East of the Gulf of Aqaba,,Standing in waist-deep water,M,,Leg bitten three times,N,,Captain T. Falcon-Barker
1965.00.00.c,May-Jun-1965,1965,Unprovoked,EGYPT,,South of Hurghada,"Spearfishing, but standing in the water",M,30,Ankle and thigh bitten; shark made three strikes,N,,Captain T. Falcon-Barker
1964.12.25,25-Dec-1964,1964,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Swimming,M,19,"Hand, ankle & calf lacerated",N,afternoon,"Dr. Macrae; J. D'Aubrey, M. Levine, GSAF"
1964.12.10.a,10-Dec-1964,1964,Boating,AUSTRALIA,New South Wales,Port Jervis,Fishing,,,"No injury to occupants, shark rammed boat, bit planks & sheared off copper rivet at stern of boat",N,morning,"Adelaide Advertiser, 12/11/1965"
1964.12.09,09-Dec-1964,1964,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Off Sing Village, Buka Island","Canoe swamped, swimming back to canoe",M,28,Survived,N,,"South Pacific Post (Port Moresby), 12/16/1964"
1964.12.06,06-Dec-1964,1964,Unprovoked,KENYA,Coast Province,"Kilindini Harbor, Mombasa",Fishing with hand line tied to wrist & was pulled into the water,M,10,FATAL,Y,,"Star, 12/7/1964"
1964.11.29,29-Nov-1964,1964,Unprovoked,AUSTRALIA,Victoria ,Lady Julia Percy Island,Free diving with seals,M,25,Left leg severed,N,afternoon,"A. Sharpe, pp.115-116; H. Edwards, pp.67-71; J. Green, p.35; A. MacCormick, pp.88-91; J. West, ASAF"
1964.11.18,18-Nov-1964,1964,Unprovoked,AUSTRALIA,Queensland,"Fingal Beach, near Tweed Heads",Swimming out to rescue swimmers in difficulty,M,29,FATAL,Y,morning,"Daily Mirror (Sydney), 11/19/1964"
1964.11.13,13-Nov-1964,1964,Provoked,AUSTRALIA,New South Wales,"North Solitary Island, 8 miles from Wolli","Filming underwater, carrying powerhead",M,25,"Shark made threat display, then diver hit it with powerhead PROVOKED INCIDENT",N,,"H.D. Baldridge, p.57"
1964.11.05,05-Nov-1964,1964,Boating,USA,Puerto Rico,,Longline fishing,,,"No injury to occupant, shark bit propeller of outboard motor",N,afternoon,"G. W. Bane, Jr."
1964.10.31,31-Oct-1964,1964,Provoked,SOUTH AFRICA,KwaZulu-Natal,Umkomaas,Surf fishing,M,,Right leg bitten  while attempting to gaff hooked shark PROVOKED INCIDENT,N,,"M. Levine, GSAF"
1964.10.25,25-Oct-1964,1964,Invalid,USA,Florida,"Near US Air Force Base at Elgin, Okaloosa County",Boat Miss Becky  sank 12 miles from shore,,,"No injury to occupants, drove sharks away with paddles",,night,"Miami News, 10/26/1964; SAF Case #1338"
1964.10.04,04-Oct-1964,1964,Unprovoked,AUSTRALIA,Western Australia,"Avalon Beach, near Mandurah, 50 miles south of Perth","Surfing, but swimming to his board",M,19,Abrasions & 11 teethmarks on right lower leg,N,morning,The Australian 10/5/1964
1964.09.20,20-Sep-1964,1964,Unprovoked,TAIWAN,Northern Taiwan,"Tamsui Beach, Taipai",Swimming,M,32,FATAL,Y,afternoon,"China Post (Taipai, Taiwan) 9/22/1964"
1964.09.07,07-Sep-1964,1964,Unprovoked,TAIWAN,Northern Taiwan,Tamsui Beach,Swimming,M,20,Right thigh &  elbow bitten,N,morning,"China Post (Taipei, Taiwan) 9/22/1964; J. Wong"
